,Rank,Restaurant Name,Style,Rate,Site Link
3941,4122,Abby's Diner,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5489394-Reviews-Abby_s_Diner-Los_Angeles_California.html
3942,4123,Coni’Seafood,Mexican,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d15043942-Reviews-Coni_Seafood-Los_Angeles_California.html
3943,4124,Tom's Number 5 Chiliburgers,"American, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d527248-Reviews-Tom_s_Number_5_Chiliburgers-Los_Angeles_California.html
3944,4125,Tonino's Pizza Place,"Italian, Pizza",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3525253-Reviews-Tonino_s_Pizza_Place-Los_Angeles_California.html
3945,4126,Indra Restaurant,"Asian, Thai",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d371842-Reviews-Indra_Restaurant-Glendale_California.html
3946,4127,DeSoto Pharmacy & Soda Shoppe,Sushi,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4518272-Reviews-DeSoto_Pharmacy_Soda_Shoppe-Los_Angeles_California.html
3947,4128,Fahrenheit,Pizza,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d13975536-Reviews-Fahrenheit-Los_Angeles_California.html
3948,4129,Giulia,"Italian, Pizza",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12958566-Reviews-Giulia-Los_Angeles_California.html
3949,4130,Dizin Persian Cuisine,"Middle Eastern, PersianMenu",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12673611-Reviews-Dizin_Persian_Cuisine-Los_Angeles_California.html
3950,4131,Homeboy Diner,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4644428-Reviews-Homeboy_Diner-Los_Angeles_California.html
3951,4132,Meson Cafe,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d9853355-Reviews-Meson_Cafe-Los_Angeles_California.html
3952,4133,Pokiholic,Seafood,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32738-d10146413-Reviews-Pokiholic-Monterey_Park_California.html
3953,4134,Five0Four,"American, Cajun & Creole",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d2329203-Reviews-Five0Four-Los_Angeles_California.html
3954,4135,Mother India Restaurant,IndianMenu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4635736-Reviews-Mother_India_Restaurant-Los_Angeles_California.html
3955,4136,Cities Restaurant,American,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4093118-Reviews-Cities_Restaurant-Los_Angeles_California.html
3956,4137,Jacaranda Gourmet,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d6542094-Reviews-Jacaranda_Gourmet-Los_Angeles_California.html
3957,4138,Bounce Boba Loft,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4355571-Reviews-Bounce_Boba_Loft-Los_Angeles_California.html
3958,4139,Hiatus Urban BBQ,Barbecue,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d7332634-Reviews-Hiatus_Urban_BBQ-Los_Angeles_California.html
3959,4140,Noodle Cafe,Asian,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32738-d5094733-Reviews-Noodle_Cafe-Monterey_Park_California.html
3960,4141,Vegan Express,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d371881-Reviews-Vegan_Express-Los_Angeles_California.html
3961,4142,Ondal 2,"Asian, Korean",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d954135-Reviews-Ondal_2-Los_Angeles_California.html
3962,4143,Lazy Cow,American,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d18977266-Reviews-Lazy_Cow-Los_Angeles_California.html
3963,4144,Jinsol Gukbab,"Asian, Korean",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10835971-Reviews-Jinsol_Gukbab-Los_Angeles_California.html
3964,4145,Ceviche Project,Seafood,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d17550431-Reviews-Ceviche_Project-Los_Angeles_California.html
3965,4146,Falafel Corner,"Mediterranean, Greek",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d372651-Reviews-Falafel_Corner-Los_Angeles_California.html
3966,4147,Bibigo,"Asian, Korean",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32240-d11547973-Reviews-Bibigo-Commerce_California.html
3967,4148,Tommy's Hamburgers,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4962784-Reviews-Tommy_s_Hamburgers-Los_Angeles_California.html
3968,4149,Flooky's,"Mexican, American",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1156543-Reviews-Flooky_s-Los_Angeles_California.html
3969,4150,Salju Dessert,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g29078-d3396076-Reviews-Salju_Dessert-Alhambra_California.html
3970,4151,Percolate,"French, American",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12944409-Reviews-Percolate-Los_Angeles_California.html
3971,4152,Whole Foods Market,Cafe,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d11725832-Reviews-Whole_Foods_Market-Los_Angeles_California.html
3972,4153,Denny's,American,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4252736-Reviews-Denny_s-Los_Angeles_California.html
3973,4154,Kaban Persian Restaurant Inc.,"Mediterranean, Middle Eastern",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d13570362-Reviews-Kaban_Persian_Restaurant_Inc-Los_Angeles_California.html
3974,4155,Poquito Mas,Mexican,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d364950-Reviews-Poquito_Mas-Los_Angeles_California.html
3975,4156,Regent Seafood Restaurant,"Chinese, American",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d536615-Reviews-Regent_Seafood_Restaurant-Los_Angeles_California.html
3976,4157,Urban Cafe,Cafe,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d4690330-Reviews-Urban_Cafe-Glendale_California.html
3977,4158,Philly's Best,,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4688712-Reviews-Philly_s_Best-Los_Angeles_California.html
3978,4159,Red Mango,,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d799905-Reviews-Red_Mango-Los_Angeles_California.html
3979,4160,Octopus Japanese Fusion Restaurant,"Sushi, Japanese",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4415129-Reviews-Octopus_Japanese_Fusion_Restaurant-Los_Angeles_California.html
3980,4161,Popcornopolis Universal Citywalk,American,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d16710355-Reviews-Popcornopolis_Universal_Citywalk-Los_Angeles_California.html
3981,4162,Uovo,ItalianMenu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d17558807-Reviews-Uovo-Los_Angeles_California.html
3982,4163,323 Bistro,American,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32240-d16700788-Reviews-323_Bistro-Commerce_California.html
3983,4164,Darna Mediterranean Cuisine,Mediterranean,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d8829984-Reviews-Darna_Mediterranean_Cuisine-Los_Angeles_California.html
3984,4165,Boat House,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g29078-d4642589-Reviews-Boat_House-Alhambra_California.html
3985,4166,Happy Deli,Menu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12267496-Reviews-Happy_Deli-Los_Angeles_California.html
3986,4167,Panda Express,ChineseMenu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d360441-Reviews-Panda_Express-Los_Angeles_California.html
3987,4168,Pizza Cookery,"Italian, Pizza",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d538429-Reviews-Pizza_Cookery-Los_Angeles_California.html
3988,4169,Fat Tomato Pizza,"Italian, PizzaMenu",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d13399355-Reviews-Fat_Tomato_Pizza-Los_Angeles_California.html
3989,4170,McDonald's,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d4974325-Reviews-McDonald_s-Glendale_California.html
3990,4171,Corsica's Deli,DeliMenu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d8746494-Reviews-Corsica_s_Deli-Los_Angeles_California.html
3991,4172,Josephs bakery,Menu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4574470-Reviews-Josephs_bakery-Los_Angeles_California.html
3992,4173,Mi Pueblito San Juan Restuarant,Mexican,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5242778-Reviews-Mi_Pueblito_San_Juan_Restuarant-Los_Angeles_California.html
3993,4174,Urbane Cafe,"American, Healthy",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12340896-Reviews-Urbane_Cafe-Los_Angeles_California.html
3994,4175,Carl's Jr.,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4748682-Reviews-Carl_s_Jr-Los_Angeles_California.html
3995,4176,Mogumogu,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d19669861-Reviews-Mogumogu-Los_Angeles_California.html
3996,4177,Pizza Buona,Menu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d13344059-Reviews-Pizza_Buona-Los_Angeles_California.html
3997,4178,Pizza Hut - Sunset Blvd.,"Pizza, Italian",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d533939-Reviews-Pizza_Hut_Sunset_Blvd-Los_Angeles_California.html
3998,4179,Baskin-Robbins,Menu,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5096120-Reviews-Baskin_Robbins-Los_Angeles_California.html
3999,4180,All Time,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d18895506-Reviews-All_Time-Los_Angeles_California.html
4000,4181,Kabab Way,"Middle Eastern, Mediterranean",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d4888943-Reviews-Kabab_Way-Glendale_California.html
4001,4182,O Dae San Korean BBQ Restaurant,"Barbecue, Asian",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4245233-Reviews-O_Dae_San_Korean_BBQ_Restaurant-Los_Angeles_California.html
4002,4183,Zpizza,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4940425-Reviews-Zpizza-Los_Angeles_California.html
4003,4184,Little Caesars,Pizza,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4479639-Reviews-Little_Caesars-Los_Angeles_California.html
4004,4185,Palm Grove Ethiopian Restaurant,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4368733-Reviews-Palm_Grove_Ethiopian_Restaurant-Los_Angeles_California.html
4005,4186,The Yogurt Shoppe,"American, Fast Food",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12685547-Reviews-The_Yogurt_Shoppe-Los_Angeles_California.html
4006,4187,Neno's Pizza,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4248994-Reviews-Neno_s_Pizza-Los_Angeles_California.html
4007,4188,Casa De Tacos,Mexican,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4246252-Reviews-Casa_De_Tacos-Los_Angeles_California.html
4008,4189,Vitello's Express,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d3321099-Reviews-Vitello_s_Express-Los_Angeles_California.html
4009,4190,El Zarape Melrose,Mexican,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d13101899-Reviews-El_Zarape_Melrose-Los_Angeles_California.html
4010,4191,Ben & Jerry's,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d17834858-Reviews-Ben_Jerry_s-Los_Angeles_California.html
4011,4192,Old New York Deli & Bakery Co.,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d19875137-Reviews-Old_New_York_Deli_Bakery_Co-Los_Angeles_California.html
4012,4193,Kuishimbo Restaurant,Japanese,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d537338-Reviews-Kuishimbo_Restaurant-Los_Angeles_California.html
4013,4194,Plato,"Asian, Fusion",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10541304-Reviews-Plato-Los_Angeles_California.html
4014,4195,Baja Cali,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g29078-d12429884-Reviews-Baja_Cali-Alhambra_California.html
4015,4196,Bella Donna's Bakery,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5481577-Reviews-Bella_Donna_s_Bakery-Los_Angeles_California.html
4016,4197,23rd Street Cafe,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5082280-Reviews-23rd_Street_Cafe-Los_Angeles_California.html
4017,4198,Baja Fresh,Mexican,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33115-d4931855-Reviews-Baja_Fresh-South_Pasadena_California.html
4018,4199,El Salsabor Restaurant,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4921288-Reviews-El_Salsabor_Restaurant-Los_Angeles_California.html
4019,4200,The Venice,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32738-d4928440-Reviews-The_Venice-Monterey_Park_California.html
4020,4201,So-Cal Burgers,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4466947-Reviews-So_Cal_Burgers-Los_Angeles_California.html
4021,4202,Siam Chan,"Thai, Asian",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4723305-Reviews-Siam_Chan-Los_Angeles_California.html
4022,4203,Bar Bandini,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12239096-Reviews-Bar_Bandini-Los_Angeles_California.html
4023,4204,Burgers and All,American,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d12798868-Reviews-Burgers_and_All-Glendale_California.html
4024,4205,Pestolini,"Italian, Cafe",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d8442011-Reviews-Pestolini-Los_Angeles_California.html
4025,4206,Taco Bell,MexicanMenu,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5209030-Reviews-Taco_Bell-Los_Angeles_California.html
4026,4207,A1 Italian Deli & Imported Groceries,"Italian, Deli",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d10844680-Reviews-A1_Italian_Deli_Imported_Groceries-Los_Angeles_California.html
4027,4208,McDonald's,,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g29078-d4633293-Reviews-McDonald_s-Alhambra_California.html
4028,4209,Olive Branch,Greek,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4354066-Reviews-Olive_Branch-Los_Angeles_California.html
4029,4210,Young-king Chinese Restaurant,"Chinese, Asian",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d524244-Reviews-Young_king_Chinese_Restaurant-Los_Angeles_California.html
4030,4211,Charcoal Grill & Bar,"Mediterranean, Grill",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d16871243-Reviews-Charcoal_Grill_Bar-Los_Angeles_California.html
4031,4212,Reilly's Pub,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d19235007-Reviews-Reilly_s_Pub-Los_Angeles_California.html
4032,4213,Chipotle Mexican Grill,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d16825427-Reviews-Chipotle_Mexican_Grill-Los_Angeles_California.html
4033,4214,The Stalking Horse,"Brew Pub, British",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d15343349-Reviews-The_Stalking_Horse-Los_Angeles_California.html
4034,4215,Sizzler,Menu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4726120-Reviews-Sizzler-Los_Angeles_California.html
4035,4216,SPAIN RESTAURANT,"Spanish, Latin",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d467737-Reviews-SPAIN_RESTAURANT-Los_Angeles_California.html
4036,4217,Big Mama's and Papa's Pizzeria,Pizza,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32431-d4456918-Reviews-Big_Mama_s_and_Papa_s_Pizzeria-Glendale_California.html
4037,4218,Roll It Sushi & Teriyaki,"Japanese, Sushi",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32240-d10376257-Reviews-Roll_It_Sushi_Teriyaki-Commerce_California.html
4038,4219,Fatburger & Buffalo's Express,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d15252909-Reviews-Fatburger_Buffalo_s_Express-Los_Angeles_California.html
4039,4220,Lake Spring Shanghai Restaurant,Chinese,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32738-d502784-Reviews-Lake_Spring_Shanghai_Restaurant-Monterey_Park_California.html
4040,4221,Thai Fantasy,Thai,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d527568-Reviews-Thai_Fantasy-Los_Angeles_California.html
4041,4222,Portobanco's Restaurant,"Latin, Spanish",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d15351105-Reviews-Portobanco_s_Restaurant-Los_Angeles_California.html
4042,4223,Martini's Italian Deli,"Italian, Pizza",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4796506-Reviews-Martini_s_Italian_Deli-Los_Angeles_California.html
4043,4224,Subway,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4799608-Reviews-Subway-Los_Angeles_California.html
4044,4225,Anamarias Mexican Restaurant,Mexican,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4346244-Reviews-Anamarias_Mexican_Restaurant-Los_Angeles_California.html
4045,4226,The Three Clubs,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5066164-Reviews-The_Three_Clubs-Los_Angeles_California.html
4046,4227,Delicious at The Dunbar,"Mexican, AmericanMenu",4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d17836701-Reviews-Delicious_at_The_Dunbar-Los_Angeles_California.html
4047,4228,Palette Food + Juice,American,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12375376-Reviews-Palette_Food_Juice-Los_Angeles_California.html
4048,4229,The Thyme Pizzeria,"Italian, Pizza",5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12491245-Reviews-The_Thyme_Pizzeria-Los_Angeles_California.html
4049,4230,Jewel,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d15168133-Reviews-Jewel-Los_Angeles_California.html
4050,4231,Carl's Jr.,Fast FoodMenu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4254556-Reviews-Carl_s_Jr-Los_Angeles_California.html
4051,4232,Sizzler,"Steakhouse, American",3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32735-d3324460-Reviews-Sizzler-Montebello_California.html
4052,4233,Nabeeya Fusion Cafe,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4659861-Reviews-Nabeeya_Fusion_Cafe-Los_Angeles_California.html
4053,4234,Shang Hai Yau Fat Restaurant,,5.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g29078-d12000661-Reviews-Shang_Hai_Yau_Fat_Restaurant-Alhambra_California.html
4054,4235,Via Mar Seafood Restaurant,SeafoodMenu,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d1009626-Reviews-Via_Mar_Seafood_Restaurant-Los_Angeles_California.html
4055,4236,Alley Lounge,"American, Bar",4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d12530984-Reviews-Alley_Lounge-Los_Angeles_California.html
4056,4237,Acabar,,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g33252-d4766704-Reviews-Acabar-West_Hollywood_California.html
4057,4238,Fifty Seven,,4.0 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d6844346-Reviews-Fifty_Seven-Los_Angeles_California.html
4058,4239,Subway,Menu,4.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d5593673-Reviews-Subway-Los_Angeles_California.html
4059,4240,Chili's,MexicanMenu,3.5 of 5 bubbles,https://www.tripadvisor.com//Restaurant_Review-g32655-d4253956-Reviews-Chili_s-Los_Angeles_California.html
